model,price,transmission,miles_per_gallaon,fuel,year,cubic_capacity,milage,color,type,age,car_brand,car_model
C180 1.6 AMG SPORT COUPE AUTO ONLY 70K FMBSH PAN ROOF SAT NAV Coupe,10490,Automatic,44.8,Petrol,2012,1600.0,70000,Other,Coupe,12,Mercedes-Benz, C Class
2.1 E220 CDI AMG SPORT 4d 168 BHP Saloon,10490,Automatic,58.9,Diesel,2013,2100.0,70184,Grey,Saloon,11,Mercedes-Benz, E Class
2.1 C250 CDI AMG Sport Edition G-Tronic+ Euro 5 (s/s) 2dr Coupe,10490,Automatic,53.3,Diesel,2015,2143.0,75000,Black,Coupe,9,Mercedes-Benz, C Class
C180 1.6 AMG SPORT PLUS SALOON AUTOMATIC 77K SERV HIST SAT NAV HEATED SEATS BLACK Saloon,10490,Automatic,44.8,Petrol,2013,1600.0,77000,Black,Saloon,11,Mercedes-Benz, C Class
2.1 E220 CDI AMG Sport 2dr Coupe,10490,Automatic,58.9,Diesel,2014,2143.0,77000,Red,Coupe,10,Mercedes-Benz, E Class
2.1 C220 D SPORT 4d 170 BHP Saloon,10490,Manual,68.9,Diesel,2016,2143.0,89494,BLUE,Saloon,8,Mercedes-Benz, C Class
2.1 A200 CDI AMG Night Edition 7G-DCT Euro 6 (s/s) 5dr Hatchback,10490,Automatic,68.9,Diesel,2015,2143.0,102174,White,Hatchback,9,Mercedes-Benz, A Class
2.1 GLA200 CDI SPORT 5d 136 BHP Estate,10490,Automatic,62.8,Diesel,2015,2143.0,103067,BLUE,Estate,9,Mercedes-Benz, GLA Class
2.1 C220 CDI EXECUTIVE SE 4d 168 BHP Saloon,10495,Automatic,64.2,Diesel,2014,2143.0,27000,BLACK,Saloon,10,Mercedes-Benz, C Class
2.1 SLK,10495,Automatic,56.5,Diesel,2014,2143.0,54000,Grey,Convertible,10,Mercedes-Benz, SLK
Coupe,10495,Automatic,53.3,Diesel,2014,2143.0,62000,White,Coupe,10,Mercedes-Benz, C Class
2.1 CDI AMG Sport Edition Coupe 2dr Diesel G-Tronic+ Euro 5 (s/s) (170 ps) Coupe,10495,Automatic,53.3,Diesel,2014,2143.0,63610,White,Coupe,10,Mercedes-Benz, C Class
1.5 B180 CDI BLUEEFFICIENCY SPORT 5d 107 BHP MPV,10495,Automatic,64.2,Diesel,2014,1461.0,64000,Blue,MPV,10,Mercedes-Benz, B Class
Saloon,10495,Automatic,54.3,Diesel,2013,2143.0,67000,White,Saloon,11,Mercedes-Benz, C Class
1.5 A180 CDI BLUEEFFICIENCY AMG SPORT 5d 109 BHP Hatchback,10495,Manual,70.6,Diesel,2015,1461.0,67000,Black,Hatchback,9,Mercedes-Benz, A Class
Coupe,10495,Automatic,53.3,Diesel,2014,2143.0,71100,Black,Coupe,10,Mercedes-Benz, C Class
1.8 C250 BlueEfficiency Sport Saloon,10495,Automatic,40.9,Petrol,2012,1796.0,73299,Silver,Saloon,12,Mercedes-Benz, C Class
2.1 E220 CDI AMG SPORT Coupe,10495,Automatic,58.9,Diesel,2013,2143.0,75500,White,Coupe,11,Mercedes-Benz, E Class
1.5 A180d SE Hatchback,10495,Automatic,76.4,Diesel,2015,1461.0,78000,Silver,Hatchback,9,Mercedes-Benz, A Class
DIESEL SALOON Saloon,10495,Automatic,57.6,Diesel,2013,2143.0,79000,Silver,Saloon,11,Mercedes-Benz, E Class
E220 CDI AMG SPORT Saloon,10495,Automatic,58.9,Diesel,2013,2143.0,80000,Silver,Saloon,11,Mercedes-Benz, E Class
3.0 E350 BLUETEC AMG SPORT 4d 249 BHP Saloon,10495,Automatic,47.1,Diesel,2014,2987.0,83845,BLACK,Saloon,10,Mercedes-Benz, E Class
Hatchback,10495,Automatic,64.2,Diesel,2013,1796.0,84000,White,Hatchback,11,Mercedes-Benz, A Class
1.5 A 180 D SPORT 5d 107 BHP Hatchback,10495,Automatic,74.3,Diesel,2016,1461.0,85781,BLUE,Hatchback,8,Mercedes-Benz, A Class
3.0 E350 CDI BLUEEFFICIENCY SPORT 2d 265 BHP Convertible,10495,Automatic,47.1,Diesel,2013,2987.0,87000,WHITE,Convertible,11,Mercedes-Benz, E Class
C220 CDI AMG SPORT EDITION Coupe,10495,Automatic,53.3,Diesel,2015,2143.0,89000,Silver,Coupe,9,Mercedes-Benz, C Class
Convertible,10495,Automatic,56.5,Diesel,2013,2143.0,89894,Blue,Convertible,11,Mercedes-Benz, SLK
DIESEL SALOON Saloon,10495,Automatic,65.7,Diesel,2015,2143.0,91854,White,Saloon,9,Mercedes-Benz, C Class
1.6 CLA180 AMG Sport Coupe Euro 6 (s/s) 4dr Saloon,10495,Manual,50.4,Petrol,2015,1595.0,93000,Grey,Saloon,9,Mercedes-Benz, CLA Class
Coupe,10495,Automatic,54.3,Diesel,2013,2143.0,94900,Black,Coupe,11,Mercedes-Benz, CLS Class
3.0 C350 CDI V6 BlueEfficiency AMG Sport Plus G-Tronic+ Euro 5 (s/s) 5dr Estate,10495,Automatic,45.6,Diesel,2013,2987.0,96000,White,Estate,11,Mercedes-Benz, C Class
1.5 A180d SE EXECUTIVE Hatchback,10495,Manual,80.7,Diesel,2017,1461.0,96255,Silver,Hatchback,7,Mercedes-Benz, A Class
3.0 CLS350 CDI BLUEEFFICIENCY AMG SPORT 4d 265 BHP Coupe,10495,Automatic,46.3,Diesel,2013,3000.0,98500,Silver,Coupe,11,Mercedes-Benz, CLS Class
1.6 C200 D SPORT 5d 136 BHP Estate,10495,Manual,65.7,Diesel,2017,1598.0,98896,WHITE,Estate,7,Mercedes-Benz, C Class
DIESEL COUPE Coupe,10495,Automatic,58.9,Diesel,2014,2143.0,104000,White,Coupe,10,Mercedes-Benz, E Class
2.1 C220d Sport Euro 6 (s/s) 5dr Estate,10495,Manual,65.7,Diesel,2017,2143.0,105000,Blue,Estate,7,Mercedes-Benz, C Class
Hatchback,10495,Manual,62.8,Diesel,2016,2143.0,105600,White,Hatchback,8,Mercedes-Benz, A Class
2.1 SLK,10495,Automatic,56.5,Diesel,2013,2143.0,57830,White,Convertible,11,Mercedes-Benz, SLK
2.1 CDI AMG Sport Edition Coupe 2dr Diesel G-Tronic+ Euro 5 (s/s) (170 ps) Coupe,10499,Automatic,53.3,Diesel,2014,2143.0,55100,Fire Opal Non-Metallic,Coupe,10,Mercedes-Benz, C Class
1.5 A180d SE Hatchback,10499,Manual,80.7,Diesel,2016,1461.0,63835,Grey,Hatchback,8,Mercedes-Benz, A Class
1.5 A180d Sport Hatchback,10499,Manual,72.4,Diesel,2017,1461.0,80417,White,Hatchback,7,Mercedes-Benz, A Class
2.1 CDI AMG Sport Hatchback 5dr Diesel 7G-DCT Euro 6 (s/s) (170 ps) Hatchback,10499,Automatic,64.2,Diesel,2014,2143.0,80886,Sleek Silver Metallic,Hatchback,10,Mercedes-Benz, A Class
2.1 C220d AMG Line Saloon 4dr Diesel 7G-Tronic+ Euro 6 (s/s) (170 ps) Saloon,10499,Automatic,64.2,Diesel,2015,2143.0,118488,Reflex Silver Metallic,Saloon,9,Mercedes-Benz, C Class
A180 Cdi Blueefficiency Sport 1.5 Other,10499,Automatic,68.9,Diesel,2014,1500.0,48500,Blue,Other,10,Mercedes-Benz, A Class
3.0 CLS350 CDI V6 BlueEfficiency Sport Coupe G-Tronic+ Euro 5 4dr Saloon,10499,Automatic,46.3,Diesel,2011,2987.0,66250,Black,Saloon,13,Mercedes-Benz, CLS Class
2.1 A220 CDI BLUEEFFICIENCY AMG SPORT 5d AUTO 170 BHP Hatchback,10499,Automatic,64.2,Diesel,2014,2143.0,81550,BLUE,Hatchback,10,Mercedes-Benz, A Class
2.1 E250 CDI BlueEfficiency Sport Cabriolet Euro 5 (s/s) 2dr Convertible,10500,Manual,55.4,Diesel,2012,2143.0,28450,Red,Convertible,12,Mercedes-Benz, E Class
2.1 C220 CDI AMG SPORT EDITION 2d 168 BHP Coupe,10500,Automatic,53.3,Diesel,2014,2143.0,59000,SILVER,Coupe,10,Mercedes-Benz, C Class
2.1 CLS250 CDI BLUEEFFICIENCY AMG SPORT 4d 204 BHP Coupe,10500,Automatic,54.3,Diesel,2013,2143.0,67000,SILVER,Coupe,11,Mercedes-Benz, CLS Class
Coupe,10500,Automatic,53.3,Diesel,2015,2143.0,69000,White,Coupe,9,Mercedes-Benz, C Class
2.1 E220 CDI AMG SPORT 2d 170 BHP Coupe,10500,Automatic,58.9,Diesel,2014,2143.0,80000,GREY,Coupe,10,Mercedes-Benz, E Class
2.1 GLA220 CDI 4MATIC AMG LINE PREMIUM PLUS 5d 168 BHP Estate,10500,Automatic,55.4,Diesel,2015,2143.0,132000,RED,Estate,9,Mercedes-Benz, GLA Class
2.1 E250 CDI AMG SPORT 4d 202 BHP Saloon,10595,Automatic,54.3,Diesel,2014,2143.0,62200,SILVER,Saloon,10,Mercedes-Benz, E Class
2.1 E220 CDI AMG Sport Saloon,10599,Automatic,58.9,Diesel,2014,2143.0,71700,Silver,Saloon,10,Mercedes-Benz, E Class
COUPE Saloon,10650,Manual,50.4,Petrol,2013,1595.0,77000,Grey,Saloon,11,Mercedes-Benz, CLA Class
1.8 SLK,10665,Manual,41.5,Petrol,2013,1796.0,41000,Black,Convertible,11,Mercedes-Benz, SLK
A180 CDI BlueEFFICIENCY Sport 5dr ++ 20 TAX / HALF LEATHER / 8 SERVICES ++ Hatchback,10675,Manual,72.4,Diesel,2015,1461.0,60000,Obsidian Black,Hatchback,9,Mercedes-Benz, A Class
SLK,10690,Automatic,56.5,Diesel,2014,2143.0,71394,ALANITE GREY PEARL,Convertible,10,Mercedes-Benz, SLK
1.5 B180 CDI Sport 7G-DCT Euro 5 (s/s) 5dr MPV,10695,Automatic,64.2,Diesel,2014,1461.0,27390,Grey,MPV,10,Mercedes-Benz, B Class
E350 CDI BlueEFFICIENCY Sport 4dr Tip Auto Saloon,10695,Automatic,39.8,Diesel,2010,2987.0,45000,Black,Saloon,14,Mercedes-Benz, E Class
2.1 E220 CDI SE Cabriolet G-Tronic+ Euro 5 (s/s) 2dr Convertible,10695,Automatic,57.7,Diesel,2014,2143.0,64567,Grey,Convertible,10,Mercedes-Benz, E Class
3.0 E350 BLUETEC AMG LINE PREMIUM 4d 255 BHP Saloon,10695,Automatic,53.3,Diesel,2015,2987.0,109000,SILVER,Saloon,9,Mercedes-Benz, E Class
2.1 CLS250 CDI BLUEEFFICIENCY AMG SPORT 4d 204 BHP Coupe,10695,Automatic,54.3,Diesel,2014,2143.0,51900,SILVER,Coupe,10,Mercedes-Benz, CLS Class
2.1 ML250 BlueTEC Sport G-Tronic 4WD Euro 6 (s/s) 5dr 4X4,10699,Automatic,44.8,Diesel,2012,2140.0,106040,White,4X4,12,Mercedes-Benz, M Class
C220 CDI BlueEFFICIENCY AMG Sport 2dr Auto Coupe,10700,Automatic,53.3,Diesel,2013,2143.0,48000,White,Coupe,11,Mercedes-Benz, C Class
1.5 A180d Sport Euro 6 (s/s) 5dr Hatchback,10700,Manual,72.4,Diesel,2015,1461.0,65574,Grey,Hatchback,9,Mercedes-Benz, A Class
1.5 A180 CDI SE 7G-DCT Euro 5 (s/s) 5dr Hatchback,10744,Automatic,68.9,Diesel,2015,1461.0,50150,Black,Hatchback,9,Mercedes-Benz, A Class
2.1 C220 CDI AMG SPORT EDITION PREMIUM PLUS 2d 168 BHP Coupe,10750,Automatic,53.3,Diesel,2015,2143.0,58000,SILVER,Coupe,9,Mercedes-Benz, C Class
DIESEL HATCHBACK Hatchback,10750,Manual,72.4,Diesel,2016,1461.0,86000,Blue,Hatchback,8,Mercedes-Benz, A Class
1.5 A180 CDI SPORT EDITION 5d 107 BHP Hatchback,10750,Semi-Auto,68.9,Diesel,2015,1500.0,61700,Grey,Hatchback,9,Mercedes-Benz, A Class
SLK,10750,Automatic,56.5,Diesel,2014,2143.0,57066,Black,Convertible,10,Mercedes-Benz, SLK
1.6 A 160 SPORT EDITION 5d 102 BHP Hatchback,10750,Manual,51.4,Petrol,2018,1600.0,66000,Red,Hatchback,6,Mercedes-Benz, A Class
A200 [2.1] CDI Sport 5dr Auto + ZERO DEPOSIT 262 P/MTH / ULEZ / 20 TAX + Hatchback,10775,Automatic,68.9,Diesel,2014,2143.0,45000,Obsidian Black,Hatchback,10,Mercedes-Benz, A Class
1.8 C180 BLUEEFFICIENCY Elegance Edition 125 Saloon,10785,Automatic,43.5,Petrol,2011,1796.0,40000,SILVER,Saloon,13,Mercedes-Benz, C Class
1.8 SLK,10790,Automatic,34.4,Petrol,2010,1796.0,34000,SILVER,Convertible,14,Mercedes-Benz, SLK
2.1 C220 D SE 4d 170 BHP Saloon,10790,Manual,70.6,Diesel,2016,2143.0,68346,BLUE,Saloon,8,Mercedes-Benz, C Class
1.5 A180d AMG Line Euro 6 (s/s) 5dr Hatchback,10790,Manual,68.9,Diesel,2016,1461.0,100000,Grey,Hatchback,8,Mercedes-Benz, A Class
2.1 C250 CDI AMG Sport Edition 2dr - Panoramic Roof - Elec Seats - Reverse Cam Coupe,10790,Automatic,53.3,Diesel,2015,2143.0,73000,White,Coupe,9,Mercedes-Benz, C Class
2.1 SLK,10795,Automatic,56.5,Diesel,2014,2143.0,35000,BLACK,Convertible,10,Mercedes-Benz, SLK
B180 CDI Sport 5dr Auto Hatchback,10795,Automatic,68.9,Diesel,2015,1461.0,52818,White,Hatchback,9,Mercedes-Benz, B Class
2.1 A220 CDI AMG Sport Hatchback,10795,Automatic,64.2,Diesel,2013,2143.0,75000,Black,Hatchback,11,Mercedes-Benz, A Class
Convertible,10800,Automatic,56.5,Diesel,2013,2143.0,48333,Silver,Convertible,11,Mercedes-Benz, SLK
C250 CDI AMG Sport Edition 2dr Auto [Premium Plus] Coupe,10800,Automatic,53.3,Diesel,2014,2143.0,68000,Red,Coupe,10,Mercedes-Benz, C Class
2.1 C220d AMG Line Euro 6 (s/s) 4dr PARKING SENSORS DUAL CLIMATE Saloon,10800,Manual,68.9,Diesel,2015,2143.0,97860,White,Saloon,9,Mercedes-Benz, C Class
2.0 C200 AMG Line Euro 6 (s/s) 4dr SVC HISTORY REVERSING CAMERA Saloon,10800,Manual,51.4,Petrol,2016,1991.0,109610,Black,Saloon,8,Mercedes-Benz, C Class
2.1 C220 BlueTEC Sport G-Tronic+ Euro 6 (s/s) 4dr Saloon,10800,Automatic,64.2,Diesel,2015,2143.0,87791,Silver,Saloon,9,Mercedes-Benz, C Class
2.1 SLK,10880,Automatic,56.5,Diesel,2012,2143.0,32337,Black,Convertible,12,Mercedes-Benz, SLK
2.1 A200d AMG Line (Premium) Euro 6 (s/s) 5dr Hatchback,10890,Manual,62.8,Diesel,2016,2143.0,80251,White,Hatchback,8,Mercedes-Benz, A Class
A180 CDI Sport Edition 5dr Hatchback,10899,Manual,70.6,Diesel,2015,1500.0,49000,Black,Hatchback,9,Mercedes-Benz, A Class
2.1 Sport Coupe 4dr Diesel 7G-DCT Euro 6 (s/s) (170 ps) Saloon,10899,Automatic,62.8,Diesel,2014,2143.0,115174,Polar Silver Metallic,Saloon,10,Mercedes-Benz, CLA Class
2.1 SLK,10900,Automatic,56.5,Diesel,2013,2143.0,37328,WHITE,Convertible,11,Mercedes-Benz, SLK
E250 Cdi Amg Sport 2.2 Other,10900,Automatic,54.3,Diesel,2014,2200.0,60000,White,Other,10,Mercedes-Benz, E Class
2.1 E220 CDI SE 5d 168 BHP Estate,10900,Automatic,52.3,Diesel,2014,2143.0,72998,BLACK,Estate,10,Mercedes-Benz, E Class
2.1 A200 CDI AMG SPORT 5d 136 BHP Hatchback,10900,Manual,62.8,Diesel,2015,2143.0,83100,White,Hatchback,9,Mercedes-Benz, A Class
1.5 A180d Sport 7G-DCT Euro 6 (s/s) 5dr Hatchback,10925,Automatic,74.3,Diesel,2016,1461.0,71372,Grey,Hatchback,8,Mercedes-Benz, A Class
DIESEL HATCHBACK Hatchback,10950,Manual,74.3,Diesel,2015,1461.0,55000,Blue,Hatchback,9,Mercedes-Benz, A Class
1.8 SLK,10950,Automatic,42.8,Petrol,2012,1796.0,58000,BLACK,Convertible,12,Mercedes-Benz, SLK
1.5L A 180 D SE 5d 107 BHP Hatchback,10950,Manual,80.7,Diesel,2017,1461.0,58000,SILVER,Hatchback,7,Mercedes-Benz, A Class
DIESEL HATCHBACK Hatchback,10950,Manual,80.7,Diesel,2017,1461.0,73000,Grey,Hatchback,7,Mercedes-Benz, A Class
2.1 E220 BlueTEC SE Cabriolet G-Tronic+ Euro 6 (s/s) 2dr Convertible,10950,Automatic,57.7,Diesel,2015,2143.0,73195,White,Convertible,9,Mercedes-Benz, E Class
C220 CDI AMG Sport Edition 2dr Auto [Premium Plus] Coupe,10950,Automatic,53.3,Diesel,2014,2143.0,83865,Black,Coupe,10,Mercedes-Benz, C Class
3.0 E350 BLUETEC AMG SPORT 5DR Automatic Estate,10950,Automatic,45.6,Diesel,2013,2987.0,95000,Silver,Estate,11,Mercedes-Benz, E Class
DIESEL HATCHBACK Estate,10950,Automatic,62.8,Diesel,2014,2143.0,98500,White,Estate,10,Mercedes-Benz, GLA Class
3.0 ML350 BLUETEC SPORT 5d 258 BHP Estate,10950,Automatic,39.2,Diesel,2012,2987.0,118000,BLACK,Estate,12,Mercedes-Benz, M Class
DIESEL SALOON Saloon,10950,Automatic,65.7,Diesel,2016,2143.0,65000,Grey,Saloon,8,Mercedes-Benz, C Class
C200 SE 4dr Saloon,10957,Manual,53.3,Petrol,2016,2000.0,65503,Black,Saloon,8,Mercedes-Benz, C Class
1.5 A180 CDI BLUEEFFICIENCY AMG SPORT 5d 109 BHP Hatchback,10965,Manual,70.6,Diesel,2015,1461.0,79999,BLACK,Hatchback,9,Mercedes-Benz, A Class
2.1 A 200 D SPORT PREMIUM 5d 134 BHP Hatchback,10975,Manual,65.7,Diesel,2015,2143.0,67000,WHITE,Hatchback,9,Mercedes-Benz, A Class
A180d AMG Line 5dr + ZERO DEPOSIT 267 P/MTH / SAT NAV / ULEZ + Hatchback,10975,Manual,68.9,Diesel,2016,1461.0,75000,South Seas Blue,Hatchback,8,Mercedes-Benz, A Class
2.1 C220 CDI AMG Sport G-Tronic+ Euro 5 (s/s) 4dr Leather & PanRoof & Navigation Saloon,10977,Automatic,56.5,Diesel,2013,2143.0,26720,Black,Saloon,11,Mercedes-Benz, C Class
SLK,10977,Automatic,70.6,Diesel,2015,2143.0,42022,Black,Convertible,9,Mercedes-Benz, SLK
BLUEEFFICIENCY AMG SPORT ED125 COMAND HEAD SCARF HEATED SEATS CRUISE SAT NAV BLUETOOTH F+R PDC Convertible,10980,Automatic,42.8,Petrol,2012,1796.0,60596,CALCITE WHITE,Convertible,12,Mercedes-Benz, SLK
1.5 A180d Sport (Executive) Euro 6 (s/s) 5dr Hatchback,10980,Manual,72.4,Diesel,2016,1461.0,46099,Red,Hatchback,8,Mercedes-Benz, A Class
2.1 C220 CDI BlueEfficiency Sport G-Tronic+ Euro 5 (s/s) 5dr Estate,10985,Automatic,54.3,Diesel,2012,2143.0,49000,Black,Estate,12,Mercedes-Benz, C Class
1.6 C200 BLUETEC SPORT 4d 136 BHP Saloon,10989,Manual,70.6,Diesel,2014,1598.0,50000,SILVER,Saloon,10,Mercedes-Benz, C Class
1.6 CLA180 AMG Sport Saloon,10989,Manual,50.4,Petrol,2014,1595.0,80000,White,Saloon,10,Mercedes-Benz, CLA Class
2.1 C 220 D SE EXECUTIVE EDITION 4d 170 BHP Saloon,10989,Automatic,64.2,Diesel,2017,2143.0,128000,BLACK,Saloon,7,Mercedes-Benz, C Class
2.0 C200 SPORT 4d 184 BHP Saloon,10989,Automatic,52.3,Petrol,2014,1991.0,99998,SILVER,Saloon,10,Mercedes-Benz, C Class
2.1 SLK,10990,Automatic,56.5,Diesel,2013,2143.0,36000,WHITE,Convertible,11,Mercedes-Benz, SLK
A180 BlueEFFICIENCY SE 5dr Auto Hatchback,10990,Automatic,52.3,Petrol,2014,1595.0,40000,Silver,Hatchback,10,Mercedes-Benz, A Class
1.6 C180 AMG SPORT EDITION PREMIUM 2d 154 BHP Coupe,10990,Automatic,44.8,Petrol,2014,1595.0,43000,RED,Coupe,10,Mercedes-Benz, C Class
SLK,10990,Automatic,56.5,Diesel,2014,2143.0,48000,Silver,Convertible,10,Mercedes-Benz, SLK
C220 CDI AMG Sport Edition 2dr Auto -1 FORMER KEEPER + FULL SERVICE HISTORY- Coupe,10990,Automatic,53.3,Diesel,2014,2143.0,49000,Silver,Coupe,10,Mercedes-Benz, C Class
SLK,10990,Manual,41.5,Petrol,2013,1796.0,50679,Black,Convertible,11,Mercedes-Benz, SLK
SLK,10990,Automatic,56.5,Diesel,2015,2143.0,55243,Black,Convertible,9,Mercedes-Benz, SLK
5.0 SL500 2d 302 BHP Convertible,10990,Automatic,23.3,Petrol,2005,4966.0,58000,SILVER,Convertible,19,Mercedes-Benz, SL Class
3.0 E350 CDI V6 BlueEfficiency Sport Cabriolet Diesel G-Tronic 2dr - Just 60,10990,Automatic,47.1,Diesel,2013,2987.0,60098,BLACK,Convertible,11,Mercedes-Benz, E Class
2.1 E220 CDI AMG Sport G-Tronic+ Euro 5 (s/s) 2dr Coupe,10990,Automatic,58.9,Diesel,2013,2143.0,61000,White,Coupe,11,Mercedes-Benz, E Class
1.8 SLK,10990,Automatic,42.8,Petrol,2012,1796.0,65000,Black,Convertible,12,Mercedes-Benz, SLK
1.8 E200 CGI BLUEEFFICIENCY S/S SE 2d 184 BHP Convertible,10990,Automatic,42.2,Petrol,2012,1800.0,66000,White,Convertible,12,Mercedes-Benz, E Class
2.1 E220 BlueTEC SE G-Tronic+ Euro 6 (s/s) 4dr Saloon,10990,Automatic,64.2,Diesel,2014,2143.0,68000,Blue,Saloon,10,Mercedes-Benz, E Class
2.1 E220 BlueTEC SE G-Tronic+ Euro 6 (s/s) 4dr Saloon,10990,Automatic,64.2,Diesel,2014,2143.0,69000,Silver,Saloon,10,Mercedes-Benz, E Class
E350 BLUETEC AMG SPORT // 2d // 3.0 252 BHP // px swap Coupe,10990,Automatic,49.6,Diesel,2014,3000.0,73000,Silver,Coupe,10,Mercedes-Benz, E Class
1.5 B180d Sport (Executive) 7G-DCT Euro 6 (s/s) 5dr MPV,10990,Automatic,68.9,Diesel,2017,1461.0,76500,Grey,MPV,7,Mercedes-Benz, B Class
1.5 A180 CDI SPORT EDITION 5d 107 BHP Hatchback,10990,Manual,70.6,Diesel,2015,1461.0,84928,GREY,Hatchback,9,Mercedes-Benz, A Class
2.1 GLA200 CDI AMG Line Euro 6 (s/s) 5dr SUV,10990,Manual,62.8,Diesel,2014,2143.0,85000,Grey,SUV,10,Mercedes-Benz, GLA Class
2.1 GLA200 CDI AMG LINE 5d 136 BHP Estate,10990,Manual,62.8,Diesel,2015,2143.0,86373,WHITE,Estate,9,Mercedes-Benz, GLA Class
1.5 A 180 D SPORT 5d 107 BHP Hatchback,10990,Manual,72.4,Diesel,2016,1500.0,90338,White,Hatchback,8,Mercedes-Benz, A Class
3.0 E350 BLUETEC AMG SPORT 4d 249 BHP Saloon,10990,Automatic,47.1,Diesel,2014,2987.0,91000,BLACK,Saloon,10,Mercedes-Benz, E Class
CLS350 CDI BLUEEFFICIENCY SPORT Coupe,10990,Automatic,46.3,Diesel,2011,2987.0,92000,SILVER,Coupe,13,Mercedes-Benz, CLS Class
2.1 C220d SE Executive Edition G-Tronic+ Euro 6 (s/s) 5dr Estate,10990,Automatic,64.2,Diesel,2017,2143.0,109910,Red,Estate,7,Mercedes-Benz, C Class
2.1 C220 BLUETEC AMG LINE 4d 170 BHP Saloon,10990,Manual,68.9,Diesel,2014,2143.0,113453,White,Saloon,10,Mercedes-Benz, C Class
3.0 ML350 V6 BlueTEC AMG Sport SUV,10990,Automatic,39.2,Diesel,2013,2987.0,139000,Silver,SUV,11,Mercedes-Benz, M Class
1.5 A180d SE Euro 6 (s/s) 5dr Hatchback,10990,Manual,80.7,Diesel,2016,1461.0,62857,Black,Hatchback,8,Mercedes-Benz, A Class
1.8 E200 BlueEfficiency Sport Cabriolet G-Tronic+ Euro 5 (s/s) 2dr Convertible,10994,Automatic,42.2,Petrol,2013,1796.0,41619,Silver,Convertible,11,Mercedes-Benz, E Class
B180 CDI BLUEEFFICIENCY SPORT AUTOMATIC MPV,10995,Automatic,64.2,Diesel,2013,1796.0,18100,White,MPV,11,Mercedes-Benz, B Class
1.8 CLK,10995,Automatic,32.5,Petrol,2009,1796.0,28144,Black,Coupe,15,Mercedes-Benz, CLK
2.1 SLK,10995,Automatic,56.5,Diesel,2013,2143.0,31598,Silver,Convertible,11,Mercedes-Benz, SLK
C250 CDI BLUEEFFICIENCY SPORT Coupe,10995,Automatic,53.3,Diesel,2012,2143.0,38000,WHITE,Coupe,12,Mercedes-Benz, AMG
SLK,10995,Automatic,56.5,Diesel,2014,2143.0,38000,White,Convertible,10,Mercedes-Benz, SLK
2.1 C250 CDI BLUEEFFICIENCY SPORT 4d 202 BHP Saloon,10995,Automatic,56.5,Diesel,2012,2143.0,41000,WHITE,Saloon,12,Mercedes-Benz, C Class
MPV,10995,Automatic,61.4,Diesel,2013,2143.0,42000,Blue,MPV,11,Mercedes-Benz, B Class
3.5 SL350 Convertible 2d 3498cc 7G-Tronic,10995,Automatic,29.1,Petrol,2008,3498.0,43000,Grey,Convertible,16,Mercedes-Benz, SL Class
MPV,10995,Automatic,60.1,Diesel,2014,1796.0,43196,Blue,MPV,10,Mercedes-Benz, B Class
e 2.0 TDI Executive 150 5dr DSG MPV,47900,Semi-Auto,35.8,Diesel,2021,2000.0,31934,Silver,MPV,3,Volkswagen, Caravelle
g 3.0 V6 TDI 4Motion Black Edition 5dr Tip Auto SUV,47700,Semi-Auto,33.6,Diesel,2021,3000.0,6375,Grey,SUV,3,Volkswagen, Touareg
1.4 TSI eHybrid Life 5dr DSG MPV,47500,Semi-Auto,156.9,Hybrid,2022,1400.0,15850,Black,MPV,2,Volkswagen, Multivan
1.4 TSI eHybrid Life 5dr DSG MPV,47500,Semi-Auto,156.9,Hybrid,2022,1400.0,18988,Grey,MPV,2,Volkswagen, Multivan
1.4 TSI eHybrid Life 5dr DSG MPV,47500,Semi-Auto,156.9,Hybrid,2022,1400.0,19014,Grey,MPV,2,Volkswagen, Multivan
1.4 TSI eHybrid Life 5dr DSG MPV,47500,Semi-Auto,156.9,Hybrid,2022,1400.0,19195,Silver,MPV,2,Volkswagen, Multivan
g 3.0 V6 TDI 4Motion Black Edition 5dr Tip Auto SUV,47495,Semi-Auto,33.6,Diesel,2021,3000.0,14752,White,SUV,3,Volkswagen, Touareg
orter Shuttle,47340,Semi-Auto,36.2,Diesel,2022,2000.0,20431,Black,MPV,2,Volkswagen, Shuttle
D/Cab Pick Up Style 2.0 TDI 205 4MOTION Auto Pick Up,46999,Automatic,32.1,Diesel,2023,1996.0,2060,Blue,Pick Up,1,Volkswagen, Amarok
f R TSI 4MOTION DSG Hatchback,46995,Automatic,36.2,Petrol,2023,1984.0,1800,Black,Hatchback,1,Volkswagen, Golf
1.4 TSI eHybrid R-Line 5dr DSG Hatchback,46990,Automatic,44.8,Hybrid,2023,1395.0,100,Grey,Hatchback,1,Volkswagen, Arteon
2.0 TSI 320 R 4Motion 5dr DSG Hatchback,46990,Automatic,36.2,Petrol,2023,1984.0,250,Black,Hatchback,1,Volkswagen, Golf
2.0 TSI 333 R 20 Years 4Motion 5dr DSG Hatchback,46990,Automatic,34.9,Petrol,2023,1984.0,1000,Black,Hatchback,1,Volkswagen, Golf
f 2.0 TSI 333 R 20 Years 4Motion 5dr DSG Hatchback,46989,Semi-Auto,36.2,Petrol,2023,2000.0,5000,Blue,Hatchback,1,Volkswagen, Golf
